Timestamp,Age Group?,Occupation?,Gender,What type of smartphone do you primarily use?,Average daily mobile screen time? ,Which app categories do you use daily?,Which category do you spend the MOST time on?,How often do you see ads while using mobile apps?,Which ad formats do you encounter most frequently?,In which app category do you feel ads are MOST excessive?,Fill the following [Ads interrupt my app usage experience],Fill the following [I feel frustrated due to frequent advertisements],Fill the following [Ads reduce my enjoyment while using apps],Fill the following [Ads have caused me to close an app or stop using it temporarily],Ads have made me uninstall an app in the past,Which ad format do you tolerate the MOST?,Which time do you find ads MOST annoying?,Would you pay for an ad-free version of an app you use frequently?
10/02/2026 22:43:50,18–24,Other,Male,iOS,2–4 hours,"Video / OTT, Shopping / E-commerce, Utility / Tools","Social Media, Shopping / E-commerce, Utility / Tools, Education",Very often,Banner ads,Shopping / E-commerce,Disagree,Disagree,Strongly agree,Strongly agree,Yes,Skippable video ads,Late night,Yes
10/02/2026 22:43:50,45+,Self-employed,Prefer not to say,iOS,Less than 2 hours,"Social Media, Shopping / E-commerce, News / Reading, Education","Social Media, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Sometimes,Video ads,Shopping / E-commerce,Neutral,Disagree,Agree,Strongly agree,No,Sponsored content,Evening,No
10/02/2026 22:43:50,25–34,Self-employed,Female,iOS,More than 6 hours,"Video / OTT, Gaming, Shopping / E-commerce, News / Reading","Social Media, Video / OTT, Utility / Tools, Education",Rarely,Unskippable ads,Video / OTT,Disagree,Strongly disagree,Neutral,Strongly agree,Yes,Banner ads,Evening,Yes
10/02/2026 22:43:50,45+,Self-employed,Male,iOS,2–4 hours,"Social Media, Shopping / E-commerce, News / Reading, Utility / Tools","Social Media, Video / OTT, Gaming, Shopping / E-commerce, Education",Often,Banner ads,Gaming,Disagree,Neutral,Agree,Strongly disagree,Yes,Banner ads,Evening,Yes
10/02/2026 22:43:50,45+,Self-employed,Female,Android,4–6 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading","Social Media, Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education",Often,Video ads,Gaming,Disagree,Strongly agree,Strongly disagree,Agree,Yes,Sponsored content,Late night,No
10/02/2026 22:43:50,25–34,Working professional,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming, Education","Social Media, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Rarely,Rewarded ads,Gaming,Disagree,Agree,Strongly agree,Strongly agree,Yes,Skippable video ads,Late night,No
10/02/2026 22:43:50,25–34,Other,Female,Android,4–6 hours,"Video / OTT, Gaming, Shopping / E-commerce",,Very often,Banner ads,Utility / Tools,Agree,Strongly disagree,Neutral,Agree,No,None,Late night,No
10/02/2026 22:43:51,18–24,Working professional,Male,iOS,Less than 2 hours,"News / Reading, Utility / Tools, Education","Gaming, Shopping / E-commerce, Utility / Tools, Education",Very often,Unskippable ads,Social Media,Strongly disagree,Neutral,Agree,Disagree,Yes,Banner ads,Afternoon,No
10/02/2026 22:43:51,Below 18,Working professional,Male,Android,2–4 hours,"Social Media, Gaming, Utility / Tools, Education","Shopping / E-commerce, News / Reading, Utility / Tools, Education",Very often,Sponsored posts,Shopping / E-commerce,Strongly agree,Strongly disagree,Agree,Disagree,Yes,None,Evening,No
10/02/2026 22:43:51,45+,Working professional,Female,iOS,4–6 hours,"Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education","Video / OTT, Gaming, Utility / Tools, Education",Rarely,Banner ads,Video / OTT,Neutral,Neutral,Neutral,Agree,Yes,Banner ads,Late night,Yes
10/02/2026 22:43:51,35–44,Working professional,Male,Android,4–6 hours,"Social Media, Gaming, News / Reading, Utility / Tools, Education","Shopping / E-commerce, News / Reading, Education",Rarely,Rewarded ads,News / Reading,Strongly agree,Agree,Agree,Disagree,Yes,Banner ads,Late night,Yes
10/02/2026 22:43:51,18–24,Self-employed,Male,Android,More than 6 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Education","Video / OTT, News / Reading",Often,Sponsored posts,Education,Agree,Agree,Strongly disagree,Neutral,No,Rewarded ads,Late night,Yes
10/02/2026 22:45:47,35–44,Self-employed,Female,Android,More than 6 hours,"Social Media, Education","Video / OTT, Gaming, Shopping / E-commerce",Sometimes,Banner ads,Education,Strongly agree,Agree,Strongly agree,Strongly disagree,No,Banner ads,Afternoon,Yes
10/02/2026 22:45:48,Below 18,Other,Female,Android,2–4 hours,News / Reading,"Video / OTT, Gaming, News / Reading, Education",Sometimes,Video ads,Video / OTT,Strongly agree,Disagree,Agree,Strongly agree,Yes,Rewarded ads,Afternoon,No
10/02/2026 22:45:48,Below 18,Working professional,Female,iOS,2–4 hours,"Gaming, Shopping / E-commerce, News / Reading","Gaming, Shopping / E-commerce",Very often,Rewarded ads,Gaming,Neutral,Strongly agree,Agree,Strongly agree,No,Sponsored content,Morning,Yes
10/02/2026 22:45:48,18–24,Self-employed,Male,iOS,4–6 hours,"Social Media, Gaming, Shopping / E-commerce, Education","Gaming, News / Reading, Utility / Tools, Education",Often,Video ads,Utility / Tools,Strongly agree,Disagree,Agree,Strongly disagree,Yes,Banner ads,Evening,Yes
10/02/2026 22:45:48,25–34,Working professional,Male,Android,More than 6 hours,"Gaming, Shopping / E-commerce","Video / OTT, Gaming, Shopping / E-commerce, Education",Very often,Unskippable ads,News / Reading,Agree,Strongly disagree,Strongly disagree,Strongly agree,Yes,None,Afternoon,No
10/02/2026 22:45:48,18–24,Student,Male,Android,2–4 hours,"Gaming, News / Reading, Utility / Tools",Social Media,Very often,Video ads,Social Media,Strongly agree,Strongly disagree,Neutral,Neutral,No,Rewarded ads,Morning,No
10/02/2026 22:45:48,45+,Self-employed,Male,Android,4–6 hours,"Social Media, Shopping / E-commerce, Utility / Tools","Social Media, Video / OTT, Shopping / E-commerce, Utility / Tools",Sometimes,Rewarded ads,Gaming,Agree,Agree,Agree,Neutral,Yes,None,Evening,No
10/02/2026 22:45:48,25–34,Self-employed,Female,iOS,4–6 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools","Video / OTT, Gaming, News / Reading, Utility / Tools",Very often,Sponsored posts,Gaming,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,No,Rewarded ads,Late night,Yes
10/02/2026 22:45:48,Below 18,Student,Female,Android,Less than 2 hours,"Video / OTT, Shopping / E-commerce, Education","Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education",Very often,Unskippable ads,Gaming,Neutral,Disagree,Neutral,Neutral,No,Banner ads,Afternoon,No
10/02/2026 22:45:48,25–34,Other,Male,iOS,2–4 hours,"Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education","Utility / Tools, Education",Sometimes,Sponsored posts,Education,Disagree,Disagree,Strongly agree,Disagree,Yes,Banner ads,Late night,No
10/02/2026 22:45:48,18–24,Other,Prefer not to say,iOS,Less than 2 hours,"Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education","Video / OTT, Gaming, Shopping / E-commerce",Sometimes,Video ads,Video / OTT,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,No,Sponsored content,Late night,No
10/02/2026 22:45:48,Below 18,Other,Prefer not to say,Android,4–6 hours,"Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools","Social Media, Video / OTT, Gaming, News / Reading, Utility / Tools, Education",Often,Sponsored posts,Shopping / E-commerce,Strongly agree,Strongly disagree,Strongly agree,Neutral,Yes,Rewarded ads,Evening,Yes
10/02/2026 22:45:48,25–34,Working professional,Male,iOS,More than 6 hours,"Shopping / E-commerce, News / Reading","Video / OTT, Gaming, News / Reading, Utility / Tools, Education",Very often,Sponsored posts,Social Media,Neutral,Neutral,Strongly disagree,Neutral,No,Skippable video ads,Afternoon,Yes
10/02/2026 22:45:48,35–44,Working professional,Female,Android,4–6 hours,"Video / OTT, News / Reading, Utility / Tools","Social Media, News / Reading, Utility / Tools",Often,Banner ads,Gaming,Strongly disagree,Strongly agree,Neutral,Strongly disagree,No,None,Afternoon,No
10/02/2026 22:45:48,45+,Working professional,Female,Android,Less than 2 hours,"Social Media, Video / OTT, Gaming, Utility / Tools","Social Media, Gaming, Utility / Tools",Very often,Rewarded ads,Gaming,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,No,Banner ads,Late night,Yes
10/02/2026 22:45:48,45+,Self-employed,Female,Android,Less than 2 hours,"Social Media, Gaming, News / Reading","Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education",Sometimes,Rewarded ads,Education,Neutral,Disagree,Disagree,Strongly agree,Yes,Skippable video ads,Afternoon,No
10/02/2026 22:45:48,45+,Other,Male,Android,Less than 2 hours,"Social Media, Gaming, Utility / Tools","Video / OTT, News / Reading",Sometimes,Unskippable ads,Shopping / E-commerce,Agree,Neutral,Agree,Neutral,No,Banner ads,Morning,No
10/02/2026 22:45:48,45+,Self-employed,Male,iOS,4–6 hours,"Social Media, Video / OTT, Gaming, Utility / Tools","Video / OTT, News / Reading, Utility / Tools, Education",Often,Sponsored posts,News / Reading,Strongly agree,Agree,Neutral,Neutral,Yes,Sponsored content,Evening,Yes
10/02/2026 22:45:48,45+,Working professional,Female,Android,2–4 hours,"Social Media, Video / OTT, Gaming","Video / OTT, Gaming, Education",Sometimes,Unskippable ads,Social Media,Strongly disagree,Agree,Disagree,Neutral,Yes,Sponsored content,Afternoon,Yes
10/02/2026 22:45:48,35–44,Self-employed,Female,Android,Less than 2 hours,"Social Media, Gaming, Shopping / E-commerce, News / Reading, Utility / Tools, Education","Social Media, Video / OTT, Gaming, News / Reading, Education",Sometimes,Rewarded ads,Shopping / E-commerce,Disagree,Strongly disagree,Agree,Strongly agree,Yes,Banner ads,Late night,No
10/02/2026 22:45:48,35–44,Other,Male,iOS,More than 6 hours,"Social Media, Video / OTT","Social Media, Video / OTT, Shopping / E-commerce",Sometimes,Banner ads,Utility / Tools,Strongly disagree,Disagree,Agree,Strongly disagree,Yes,Rewarded ads,Afternoon,Yes
10/02/2026 22:45:48,Below 18,Other,Male,iOS,4–6 hours,"Social Media, Video / OTT, News / Reading, Utility / Tools, Education","Video / OTT, News / Reading",Rarely,Banner ads,Utility / Tools,Disagree,Agree,Disagree,Strongly disagree,No,None,Afternoon,Yes
10/02/2026 22:45:48,35–44,Self-employed,Male,Android,Less than 2 hours,"Social Media, Shopping / E-commerce, Education","Video / OTT, Gaming, News / Reading, Utility / Tools, Education",Very often,Rewarded ads,Utility / Tools,Strongly disagree,Disagree,Neutral,Strongly disagree,Yes,Skippable video ads,Morning,No
10/02/2026 22:45:48,18–24,Student,Female,Android,Less than 2 hours,"Social Media, Gaming, Utility / Tools","News / Reading, Utility / Tools",Very often,Video ads,Video / OTT,Agree,Agree,Agree,Strongly disagree,No,Skippable video ads,Late night,No
10/02/2026 22:45:50,45+,Working professional,Female,Android,Less than 2 hours,"Social Media, Video / OTT, Education","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Very often,Sponsored posts,News / Reading,Neutral,Strongly disagree,Neutral,Disagree,No,Rewarded ads,Evening,No
10/02/2026 22:45:51,Below 18,Working professional,Female,iOS,Less than 2 hours,"Social Media, Gaming, Shopping / E-commerce, Education","Gaming, Shopping / E-commerce, Utility / Tools",Often,Video ads,Video / OTT,Strongly agree,Strongly agree,Agree,Neutral,No,Skippable video ads,Afternoon,Yes
10/02/2026 22:45:51,Below 18,Other,Prefer not to say,iOS,Less than 2 hours,"Video / OTT, Shopping / E-commerce, Education","Gaming, Education",Often,Sponsored posts,Education,Agree,Neutral,Strongly disagree,Neutral,Yes,None,Afternoon,Yes
10/02/2026 22:45:51,45+,Other,Male,Android,4–6 hours,"Social Media, Video / OTT, Education","Social Media, News / Reading, Education",Often,Banner ads,Video / OTT,Disagree,Neutral,Neutral,Agree,No,Skippable video ads,Late night,No
10/02/2026 22:45:51,18–24,Other,Male,Android,More than 6 hours,"Social Media, Video / OTT, Gaming, News / Reading, Utility / Tools","Video / OTT, Gaming, News / Reading, Education",Very often,Rewarded ads,Shopping / E-commerce,Agree,Strongly agree,Disagree,Strongly agree,No,Skippable video ads,Afternoon,No
10/02/2026 22:45:51,18–24,Self-employed,Male,Android,2–4 hours,"Video / OTT, News / Reading","Gaming, News / Reading",Often,Unskippable ads,News / Reading,Neutral,Strongly disagree,Disagree,Disagree,No,Skippable video ads,Late night,No
11/02/2026 14:45:43,45+,Working professional,Male,Android,2–4 hours,"Social Media, Shopping / E-commerce, News / Reading","Social Media, Shopping / E-commerce, News / Reading",Rarely,Video ads,Social Media,Strongly disagree,Strongly disagree,Disagree,Strongly disagree,No,Skippable video ads,Morning,No
12/02/2026 09:15:00,18–24,Student,Male,iOS,4–6 hours,"Social Media, Video / OTT, Gaming","Social Media, Video / OTT, Gaming",Sometimes,Video ads,Social Media,Neutral,Disagree,Neutral,Neutral,No,Banner ads,Late night,No
22/02/2026 21:11:35,18–24,Student,Male,Android,2–4 hours,"Social Media, Video / OTT, Education","Social Media, Utility / Tools, Education",Sometimes,Banner ads,Social Media,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,None,Late night,Yes
24/02/2026 10:08:59,18–24,Student,Female,iOS,4–6 hours,"Social Media, Video / OTT, Education","Social Media, Video / OTT, Gaming",Often,Rewarded ads,Video / OTT,Agree,Agree,Strongly agree,Agree,No,Rewarded ads,Evening,Yes
24/02/2026 12:25:22,,,,,,,,,,,,,,,,,,
24/02/2026 12:55:54,18–24,Student,Male,Android,2–4 hours,"Video / OTT, Utility / Tools, Education","Shopping / E-commerce, News / Reading, Utility / Tools",Very often,Unskippable ads,Shopping / E-commerce,Strongly disagree,Strongly disagree,Disagree,Neutral,No,Skippable video ads,Evening,Yes
25/02/2026 23:48:20,18–24,Student,Male,iOS,4–6 hours,"Social Media, Gaming, Education","Social Media, Video / OTT, Gaming",Very often,Sponsored posts,Video / OTT,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Banner ads,Late night,No
25/02/2026 23:54:58,,,,,,,,,,,,,,,,,,
25/02/2026 23:56:39,35–44,Student,Male,iOS,4–6 hours,"Social Media, Video / OTT, Shopping / E-commerce, Utility / Tools, Education","Video / OTT, Gaming, Education",Rarely,Video ads,Gaming,Disagree,Strongly disagree,Agree,Strongly agree,Yes,Skippable video ads,Evening,Yes
25/02/2026 23:56:40,18–24,Working professional,Female,iOS,4–6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education","Gaming, News / Reading, Utility / Tools",Sometimes,Sponsored posts,Video / OTT,Agree,Neutral,Neutral,Neutral,Yes,Sponsored content,Evening,No
25/02/2026 23:56:40,18–24,Student,Female,iOS,Less than 2 hours,"News / Reading, Education","Video / OTT, Gaming, Shopping / E-commerce",Very often,Banner ads,News / Reading,Strongly agree,Disagree,Strongly agree,Agree,No,Sponsored content,Morning,No
25/02/2026 23:56:40,18–24,Working professional,Prefer not to say,iOS,4–6 hours,"Social Media, Shopping / E-commerce, Utility / Tools, Education","Shopping / E-commerce, News / Reading, Education",Very often,Video ads,Video / OTT,Strongly agree,Disagree,Strongly disagree,Strongly disagree,Yes,Rewarded ads,Evening,Yes
25/02/2026 23:56:40,18–24,Working professional,Male,Android,More than 6 hours,"Utility / Tools, Education","Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading",Often,Rewarded ads,Gaming,Strongly disagree,Agree,Disagree,Strongly agree,No,Rewarded ads,Late night,No
25/02/2026 23:56:40,35–44,Student,Female,iOS,2–4 hours,"Shopping / E-commerce, News / Reading","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools, Education",Rarely,Rewarded ads,Video / OTT,Strongly disagree,Strongly disagree,Strongly disagree,Agree,No,None,Evening,Yes
25/02/2026 23:56:40,45+,Self-employed,Prefer not to say,Android,2–4 hours,"Video / OTT, Gaming, News / Reading",Gaming,Sometimes,Banner ads,Social Media,Strongly disagree,Agree,Neutral,Strongly disagree,Yes,None,Late night,Yes
25/02/2026 23:56:40,45+,Self-employed,Male,Android,2–4 hours,"Video / OTT, Gaming","Social Media, Shopping / E-commerce, Education",Sometimes,Video ads,News / Reading,Strongly disagree,Disagree,Neutral,Agree,Yes,None,Afternoon,No
25/02/2026 23:56:42,25–34,Other,Prefer not to say,Android,2–4 hours,"Shopping / E-commerce, Education","Video / OTT, Shopping / E-commerce, Utility / Tools",Rarely,Video ads,News / Reading,Agree,Neutral,Neutral,Disagree,No,Rewarded ads,Late night,Yes
25/02/2026 23:56:42,25–34,Working professional,Prefer not to say,Android,Less than 2 hours,"Shopping / E-commerce, News / Reading, Utility / Tools","Social Media, Video / OTT, Gaming, Shopping / E-commerce, Education",Sometimes,Video ads,Education,Strongly disagree,Agree,Agree,Strongly agree,Yes,Skippable video ads,Morning,No
25/02/2026 23:58:21,Below 18,Working professional,Male,Android,2–4 hours,"Video / OTT, Gaming","Video / OTT, Gaming, News / Reading",Often,Unskippable ads,Utility / Tools,Strongly disagree,Agree,Strongly agree,Disagree,No,Sponsored content,Morning,No
25/02/2026 23:58:21,35–44,Self-employed,Male,Android,Less than 2 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Utility / Tools, Education","Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools",Rarely,Rewarded ads,Utility / Tools,Agree,Neutral,Strongly disagree,Disagree,Yes,None,Afternoon,No
25/02/2026 23:58:21,45+,Other,Male,iOS,4–6 hours,"Social Media, Gaming, News / Reading, Utility / Tools",News / Reading,Very often,Rewarded ads,News / Reading,Neutral,Strongly agree,Disagree,Neutral,Yes,Skippable video ads,Morning,Yes
25/02/2026 23:58:21,45+,Student,Male,iOS,4–6 hours,"Gaming, Education","Video / OTT, Education",Often,Video ads,News / Reading,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,Sponsored content,Evening,No
25/02/2026 23:58:21,45+,Other,Male,iOS,4–6 hours,"Social Media, Video / OTT, Shopping / E-commerce","Social Media, Video / OTT, Gaming, Shopping / E-commerce, Education",Often,Video ads,Education,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,No,Skippable video ads,Afternoon,No
25/02/2026 23:58:22,Below 18,Self-employed,Female,Android,2–4 hours,"Social Media, Shopping / E-commerce, Utility / Tools","Social Media, Video / OTT, Gaming",Often,Sponsored posts,Video / OTT,Disagree,Strongly agree,Strongly agree,Strongly agree,Yes,Skippable video ads,Late night,No
25/02/2026 23:58:22,25–34,Student,Male,Android,2–4 hours,"Video / OTT, Gaming, Utility / Tools","Social Media, Utility / Tools, Education",Rarely,Banner ads,Education,Strongly disagree,Neutral,Strongly agree,Disagree,No,Rewarded ads,Afternoon,Yes
25/02/2026 23:58:22,45+,Student,Male,Android,Less than 2 hours,"Social Media, Utility / Tools","Video / OTT, News / Reading, Education",Rarely,Rewarded ads,Utility / Tools,Disagree,Disagree,Agree,Strongly disagree,Yes,Skippable video ads,Evening,Yes
25/02/2026 23:58:22,18–24,Self-employed,Male,Android,More than 6 hours,Shopping / E-commerce,"Video / OTT, Gaming, Shopping / E-commerce",Rarely,Unskippable ads,Video / OTT,Agree,Neutral,Agree,Strongly disagree,Yes,Skippable video ads,Late night,No
25/02/2026 23:58:22,45+,Student,Male,iOS,Less than 2 hours,"Social Media, Video / OTT, Gaming, News / Reading, Education","Video / OTT, Gaming, Utility / Tools, Education",Very often,Sponsored posts,Video / OTT,Disagree,Agree,Neutral,Neutral,No,Rewarded ads,Late night,No
25/02/2026 23:58:22,18–24,Student,Prefer not to say,iOS,4–6 hours,"Gaming, Shopping / E-commerce, News / Reading, Education","Social Media, News / Reading, Utility / Tools",Often,Banner ads,News / Reading,Strongly agree,Strongly agree,Agree,Strongly agree,Yes,Rewarded ads,Morning,Yes
25/02/2026 23:58:22,35–44,Self-employed,Prefer not to say,iOS,More than 6 hours,"Social Media, News / Reading, Education","Social Media, Video / OTT, Education",Sometimes,Rewarded ads,Social Media,Strongly disagree,Strongly disagree,Neutral,Strongly disagree,No,Rewarded ads,Afternoon,Yes
25/02/2026 23:58:22,25–34,Student,Male,Android,Less than 2 hours,"Video / OTT, Gaming","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Education",Very often,Banner ads,News / Reading,Strongly disagree,Strongly agree,Neutral,Strongly agree,No,Skippable video ads,Evening,No
25/02/2026 23:58:22,18–24,Self-employed,Female,Android,Less than 2 hours,"Gaming, Shopping / E-commerce, News / Reading, Utility / Tools","Social Media, Shopping / E-commerce, Utility / Tools",Often,Banner ads,Video / OTT,Neutral,Disagree,Strongly agree,Agree,Yes,Skippable video ads,Evening,Yes
25/02/2026 23:58:22,Below 18,Student,Prefer not to say,iOS,4–6 hours,"News / Reading, Utility / Tools, Education","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools",Rarely,Video ads,Video / OTT,Strongly agree,Strongly agree,Neutral,Disagree,No,Rewarded ads,Afternoon,No
25/02/2026 23:58:22,18–24,Self-employed,Female,Android,2–4 hours,"Social Media, Shopping / E-commerce, News / Reading, Utility / Tools","Gaming, Shopping / E-commerce",Rarely,Unskippable ads,News / Reading,Agree,Agree,Agree,Strongly disagree,No,Banner ads,Afternoon,No
25/02/2026 23:58:22,25–34,Self-employed,Prefer not to say,iOS,Less than 2 hours,"Shopping / E-commerce, News / Reading, Utility / Tools, Education","Social Media, News / Reading, Utility / Tools",Sometimes,Rewarded ads,Social Media,Neutral,Strongly agree,Agree,Disagree,No,Sponsored content,Evening,No
25/02/2026 23:58:22,Below 18,Student,Prefer not to say,Android,More than 6 hours,"Gaming, Shopping / E-commerce, Utility / Tools, Education","Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools",Sometimes,Unskippable ads,Gaming,Neutral,Agree,Neutral,Strongly agree,Yes,Banner ads,Evening,No
25/02/2026 23:58:22,35–44,Other,Prefer not to say,iOS,Less than 2 hours,"Video / OTT, Shopping / E-commerce, Utility / Tools","Shopping / E-commerce, News / Reading, Utility / Tools, Education",Sometimes,Sponsored posts,Utility / Tools,Neutral,Disagree,Agree,Agree,No,None,Morning,No
25/02/2026 23:58:22,18–24,Other,Female,Android,Less than 2 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, Education","Video / OTT, Shopping / E-commerce, News / Reading",Very often,Video ads,Social Media,Disagree,Disagree,Agree,Strongly agree,Yes,Skippable video ads,Afternoon,Yes
25/02/2026 23:58:22,Below 18,Student,Female,iOS,More than 6 hours,"Video / OTT, Utility / Tools","Gaming, Education",Sometimes,Rewarded ads,Video / OTT,Disagree,Disagree,Strongly disagree,Disagree,No,Skippable video ads,Late night,No
25/02/2026 23:58:22,Below 18,Student,Prefer not to say,iOS,4–6 hours,"News / Reading, Utility / Tools","Social Media, Gaming, Shopping / E-commerce, Education",Often,Unskippable ads,Utility / Tools,Disagree,Neutral,Neutral,Strongly agree,Yes,Skippable video ads,Afternoon,Yes
25/02/2026 23:58:22,18–24,Self-employed,Male,Android,Less than 2 hours,"Shopping / E-commerce, News / Reading, Utility / Tools","Social Media, Gaming, Shopping / E-commerce",Very often,Unskippable ads,Shopping / E-commerce,Disagree,Strongly disagree,Strongly agree,Agree,Yes,Rewarded ads,Afternoon,No
25/02/2026 23:58:22,45+,Student,Male,iOS,Less than 2 hours,"Video / OTT, Utility / Tools, Education","Social Media, Gaming, Utility / Tools",Very often,Rewarded ads,Utility / Tools,Agree,Neutral,Strongly disagree,Disagree,Yes,Sponsored content,Late night,No
25/02/2026 23:58:22,35–44,Working professional,Prefer not to say,Android,More than 6 hours,"Social Media, Video / OTT, Shopping / E-commerce",News / Reading,Often,Sponsored posts,News / Reading,Strongly disagree,Neutral,Strongly agree,Neutral,No,Rewarded ads,Afternoon,Yes
25/02/2026 23:58:22,45+,Working professional,Female,Android,4–6 hours,"Gaming, Education","Social Media, Video / OTT, Gaming",Often,Rewarded ads,Gaming,Disagree,Agree,Strongly agree,Disagree,Yes,Skippable video ads,Morning,No
25/02/2026 23:58:22,18–24,Self-employed,Female,Android,Less than 2 hours,"Social Media, Video / OTT, Shopping / E-commerce, News / Reading, Utility / Tools",Shopping / E-commerce,Very often,Banner ads,Social Media,Neutral,Strongly agree,Disagree,Neutral,Yes,Sponsored content,Afternoon,No
25/02/2026 23:58:22,Below 18,Student,Male,iOS,More than 6 hours,"Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Utility / Tools, Education","Video / OTT, Gaming, News / Reading, Education",Often,Sponsored posts,Education,Agree,Strongly disagree,Agree,Disagree,Yes,None,Afternoon,Yes
25/02/2026 23:58:22,Below 18,Student,Prefer not to say,Android,More than 6 hours,"Gaming, Shopping / E-commerce, News / Reading, Education","Video / OTT, Gaming, Utility / Tools, Education",Sometimes,Banner ads,Gaming,Agree,Agree,Strongly disagree,Strongly disagree,No,Skippable video ads,Late night,Yes
25/02/2026 23:58:22,35–44,Self-employed,Female,iOS,4–6 hours,"Shopping / E-commerce, News / Reading, Utility / Tools","Social Media, Video / OTT, Gaming, Shopping / E-commerce",Often,Banner ads,Video / OTT,Disagree,Neutral,Disagree,Strongly agree,No,Sponsored content,Late night,Yes
25/02/2026 23:58:22,18–24,Working professional,Female,Android,4–6 hours,"Social Media, Gaming, News / Reading, Utility / Tools, Education","Video / OTT, Gaming, Utility / Tools, Education",Often,Unskippable ads,News / Reading,Strongly disagree,Disagree,Strongly agree,Neutral,Yes,None,Late night,No
25/02/2026 23:58:22,35–44,Working professional,Female,Android,4–6 hours,"Social Media, Gaming, Utility / Tools, Education","Social Media, Video / OTT, Education",Often,Unskippable ads,Education,Strongly agree,Neutral,Neutral,Agree,No,Sponsored content,Late night,No
25/02/2026 23:58:24,Below 18,Working professional,Prefer not to say,Android,2–4 hours,"Video / OTT, Gaming, News / Reading","Video / OTT, Gaming, Education",Very often,Sponsored posts,Video / OTT,Disagree,Disagree,Disagree,Agree,No,None,Afternoon,Yes
25/02/2026 23:58:24,45+,Student,Male,iOS,Less than 2 hours,"Social Media, Gaming, Shopping / E-commerce, News / Reading","Social Media, Gaming, Shopping / E-commerce, Utility / Tools, Education",Sometimes,Banner ads,News / Reading,Agree,Disagree,Strongly agree,Strongly agree,No,Sponsored content,Afternoon,Yes
25/02/2026 23:58:24,Below 18,Other,Male,Android,2–4 hours,"Gaming, News / Reading, Education","Social Media, Video / OTT, News / Reading",Rarely,Unskippable ads,Gaming,Neutral,Strongly agree,Strongly agree,Strongly agree,Yes,None,Morning,Yes
25/02/2026 23:58:24,25–34,Student,Male,iOS,4–6 hours,"Social Media, News / Reading, Education","Social Media, Gaming, Shopping / E-commerce, News / Reading",Sometimes,Rewarded ads,News / Reading,Neutral,Agree,Disagree,Disagree,No,Rewarded ads,Morning,No
25/02/2026 23:58:24,35–44,Working professional,Prefer not to say,Android,More than 6 hours,"Gaming, News / Reading, Education","Social Media, Video / OTT, Shopping / E-commerce",Sometimes,Unskippable ads,Social Media,Strongly disagree,Agree,Agree,Disagree,No,Skippable video ads,Evening,No
25/02/2026 23:58:24,25–34,Working professional,Male,Android,4–6 hours,"Social Media, Shopping / E-commerce, Utility / Tools, Education","Social Media, Gaming, Shopping / E-commerce, Education",Rarely,Banner ads,News / Reading,Disagree,Strongly disagree,Disagree,Agree,No,Skippable video ads,Morning,No
25/02/2026 23:58:24,18–24,Student,Female,Android,More than 6 hours,"Social Media, Utility / Tools, Education","Social Media, Video / OTT, Gaming, Shopping / E-commerce, News / Reading, Education",Rarely,Rewarded ads,Video / OTT,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,No,Rewarded ads,Morning,No
